GEN,reach,cum.phi,cum.phi.se,LCI,UCI,group,release,mean_rel_date,GenRKM,GenLat,GenLon,Region,Survival estimate (SE),reach_num,count,release_site
SacRiver_ButteCity_Rel,9.5,1,0,0,0,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,344.918,39.464386,-121.99266,Lower Sac R,1 (NA),9.5,300,SacRiver_ButteCity_Rel
Colusa AC3,10,0.857,0.02,0.81,0.89,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,331.158,39.36038,-122.01373,Lower Sac R,0.857 (0.02),10,257,SacRiver_ButteCity_Rel
Colusa AC2,11,0.741,0.025,0.69,0.79,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,318.618,39.28007,-122.01891,Lower Sac R,0.741 (0.025),11,221,SacRiver_ButteCity_Rel
AbvColusaBr,12,0.627,0.028,0.57,0.68,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,307.738,39.2205,-122.00847,Lower Sac R,0.627 (0.028),12,187,SacRiver_ButteCity_Rel
Colusa BC2,13,0.59,0.028,0.53,0.64,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,296.278,39.184963,-121.943214,Lower Sac R,0.59 (0.028),13,177,SacRiver_ButteCity_Rel
Colusa BC3,14,0.51,0.029,0.45,0.57,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,287.208,39.13132,-121.936554,Lower Sac R,0.51 (0.029),14,153,SacRiver_ButteCity_Rel
AbvTisdale,15,0.417,0.028,0.36,0.47,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,269.238,39.0364,-121.82918,Lower Sac R,0.417 (0.028),15,125,SacRiver_ButteCity_Rel
BlwTisdale,16,0.377,0.028,0.32,0.43,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,261.408,38.98941,-121.80463,Lower Sac R,0.377 (0.028),16,113,SacRiver_ButteCity_Rel
BlwChinaBend,17,0.277,0.026,0.23,0.33,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,240.618,38.88406,-121.81713,Lower Sac R,0.277 (0.026),17,83,SacRiver_ButteCity_Rel
Knights_RST,18,0.22,0.024,0.18,0.27,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,222.05,38.79348,-121.6914625,Lower Sac R,0.22 (0.024),18,66,SacRiver_ButteCity_Rel
TowerBridge,19,0.113,0.018,0.08,0.15,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,172,38.5802,-121.508,Lower Sac R,0.113 (0.018),19,34,SacRiver_ButteCity_Rel
Freeport,20,0.083,0.016,0.06,0.12,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,152.438,38.46467,-121.50501,Lower Sac R,0.083 (0.016),20,25,SacRiver_ButteCity_Rel
Hood,21,0.07,0.015,0.05,0.1,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,138.228,38.3617,-121.52033,Lower Sac R,0.07 (0.015),21,21,SacRiver_ButteCity_Rel
Chipps,22,0.031,0.01,0.02,0.06,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,71.48599999999999,38.046132,-121.912643,West Delta,0.031 (0.01),22,9,SacRiver_ButteCity_Rel
Benicia,23,0.024,0.009,0.01,0.05,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.024 (0.009),23,7,SacRiver_ButteCity_Rel
GoldenGateE,24,0.014,0.007,0,0.04,1,2022-04-07_SacRiver_ButteCity_Rel,2022-04-07,1.71,37.82794,-122.46168,SF Bay,0.014 (0.007),24,2,SacRiver_ButteCity_Rel
BattleCk_CNFH_Rel,0.5,1,0,0,0,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,517.344,40.398155,-122.14556,Battle Ck,1 (NA),0.5,300,BattleCk_CNFH_Rel
BattleCk3,1,0.83,0.022,0.78,0.87,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,511.454,40.38434,-122.17876,Battle Ck,0.83 (0.022),1,249,BattleCk_CNFH_Rel
Blw_Paynes_Ck,2,0.573,0.029,0.52,0.63,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,476.278,40.25534,-122.17332,Upper Sac R,0.573 (0.029),2,172,BattleCk_CNFH_Rel
Altube,3,0.477,0.029,0.42,0.53,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,460.4,40.15348,-122.1887,Upper Sac R,0.477 (0.029),3,143,BattleCk_CNFH_Rel
Mill_Ck_Conf,4,0.38,0.028,0.33,0.44,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,441.318,40.0327,-122.11987,Upper Sac R,0.38 (0.028),4,114,BattleCk_CNFH_Rel
Abv_WoodsonBr,5,0.287,0.026,0.24,0.34,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,425.158,39.920094,-122.08446000000001,Upper Sac R,0.287 (0.026),5,86,BattleCk_CNFH_Rel
GCID,6,0.233,0.024,0.19,0.28,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,405.273,39.798953499999996,-122.04724300000001,Upper Sac R,0.233 (0.024),6,70,BattleCk_CNFH_Rel
Blw_IrvineFinch,7,0.213,0.024,0.17,0.26,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,394.668,39.73146,-121.97483,Upper Sac R,0.213 (0.024),7,59,BattleCk_CNFH_Rel
Ord,8,0.17,0.022,0.13,0.22,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,371.658,39.63447,-121.98959,Upper Sac R,0.17 (0.022),8,51,BattleCk_CNFH_Rel
BlwOrd,9,0.153,0.021,0.12,0.2,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,361.728,39.56548,-122.0018,Upper Sac R,0.153 (0.021),9,46,BattleCk_CNFH_Rel
Colusa AC3,10,0.133,0.02,0.1,0.18,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,331.158,39.36038,-122.01373,Lower Sac R,0.133 (0.02),10,40,BattleCk_CNFH_Rel
Colusa AC2,11,0.117,0.019,0.09,0.16,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,318.618,39.28007,-122.01891,Lower Sac R,0.117 (0.019),11,35,BattleCk_CNFH_Rel
AbvColusaBr,12,0.103,0.018,0.07,0.14,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,307.738,39.2205,-122.00847,Lower Sac R,0.103 (0.018),12,31,BattleCk_CNFH_Rel
Colusa BC2,13,0.093,0.017,0.06,0.13,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,296.278,39.184963,-121.943214,Lower Sac R,0.093 (0.017),13,28,BattleCk_CNFH_Rel
Colusa BC3,14,0.09,0.017,0.06,0.13,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,287.208,39.13132,-121.936554,Lower Sac R,0.09 (0.017),14,27,BattleCk_CNFH_Rel
AbvTisdale,15,0.083,0.016,0.06,0.12,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,269.238,39.0364,-121.82918,Lower Sac R,0.083 (0.016),15,25,BattleCk_CNFH_Rel
BlwTisdale,16,0.083,0.016,0.06,0.12,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,261.408,38.98941,-121.80463,Lower Sac R,0.083 (0.016),16,25,BattleCk_CNFH_Rel
BlwChinaBend,17,0.08,0.016,0.05,0.12,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,240.618,38.88406,-121.81713,Lower Sac R,0.08 (0.016),17,24,BattleCk_CNFH_Rel
Knights_RST,18,0.073,0.015,0.05,0.11,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,222.05,38.79348,-121.6914625,Lower Sac R,0.073 (0.015),18,22,BattleCk_CNFH_Rel
TowerBridge,19,0.06,0.014,0.04,0.09,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,172,38.5802,-121.508,Lower Sac R,0.06 (0.014),19,18,BattleCk_CNFH_Rel
Freeport,20,0.05,0.013,0.03,0.08,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,152.438,38.46467,-121.50501,Lower Sac R,0.05 (0.013),20,15,BattleCk_CNFH_Rel
Hood,21,0.05,0.013,0.03,0.08,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,138.228,38.3617,-121.52033,Lower Sac R,0.05 (0.013),21,15,BattleCk_CNFH_Rel
Chipps,22,0.023,0.009,0.01,0.05,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,71.48599999999999,38.046132,-121.912643,West Delta,0.023 (0.009),22,5,BattleCk_CNFH_Rel
Benicia,23,0.023,0.009,0.01,0.05,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,52.144000000000005,38.0423015,-122.1236,Carquinez Strait,0.023 (0.009),23,6,BattleCk_CNFH_Rel
GoldenGateE,24,0.021,0.008,0.01,0.04,2,2022-04-05_BattleCk_CNFH_Rel,2022-04-05,1.71,37.82794,-122.46168,SF Bay,0.021 (0.008),24,6,BattleCk_CNFH_Rel
