"","GPSname","GEN","VemcoSN","StartTime","EndTime","GenLat","GenLon"
"232","GG4","GoldenGateW","545625",2016-01-20 12:35:00,2016-04-21 10:03:00,37.82126,-122.46918
"233","GG4","GoldenGateW","547643",2022-03-31 16:44:00,2022-08-02 10:30:00,37.82126,-122.46918
"234","GG4","GoldenGateW","547643",2019-08-06 13:06:00,2019-12-17 09:26:00,37.82126,-122.46918
"235","GG4","GoldenGateW","547643",2022-08-02 13:34:00,2022-12-06 09:19:00,37.82126,-122.46918
"236","GG4","GoldenGateW","545625",2014-03-03 14:26:00,2014-06-13 11:05:00,37.82126,-122.46918
"237","GG4","GoldenGateW","547643",2019-02-22 16:41:00,2019-06-05 08:36:00,37.82126,-122.46918
"238","GG4","GoldenGateW","547185",2018-12-07 21:36:00,2019-02-22 16:22:00,37.82126,-122.46918
"239","GG4","GoldenGateW","545625",2016-04-21 11:10:00,2016-07-19 14:36:00,37.82126,-122.46918
"240","GG4","GoldenGateW","547643",2021-12-20 09:11:00,2022-03-31 12:07:00,37.82126,-122.46918
"241","GG4","GoldenGateW","545625",2013-02-14 15:01:00,2013-04-25 09:35:00,37.82126,-122.46918
"242","GG4","GoldenGateW","547185",2018-03-29 07:19:18,2018-08-21 10:57:00,37.82126,-122.46918
"243","GG4","GoldenGateW","545910",2017-12-12 10:03:00,2018-03-28 10:39:59,37.82126,-122.46918
"244","GG4","GoldenGateW","547643",2019-12-17 09:38:00,2020-03-25 08:08:00,37.82126,-122.46918
"245","GG4","GoldenGateW","547643",2019-06-05 08:59:00,2019-08-06 12:55:00,37.82126,-122.46918
"246","GG4","GoldenGateW","547643",2020-12-01 13:08:00,2021-03-16 08:58:00,37.82126,-122.46918
"247","GG4","GoldenGateW","547643",2022-12-06 09:34:00,2023-03-16 15:24:00,37.82126,-122.46918
"248","GG4","GoldenGateW","547185",2018-08-21 11:31:00,2018-12-07 09:18:00,37.82126,-122.46918
"249","GG4","GoldenGateW","552208",2023-08-09 13:41:00,NA,37.82126,-122.46918
"250","GG4","GoldenGateW","545625",2013-04-25 10:05:00,2013-08-08 08:58:00,37.82126,-122.46918
"251","GG4","GoldenGateW","552208",2023-03-16 15:28:00,0023-08-09 09:41:00,37.82126,-122.46918
"252","GG4","GoldenGateW","547643",2020-03-25 08:37:00,2020-07-17 08:30:00,37.82126,-122.46918
"253","GG5.1","GoldenGateW","547650",2022-03-31 16:51:00,2022-08-02 10:17:00,37.82126,-122.46918
"254","GG5.1","GoldenGateW","547179",2018-12-07 20:53:00,2019-02-22 16:52:00,37.82126,-122.46918
"255","GG5.1","GoldenGateW","547648",2020-07-17 09:34:00,2020-12-01 14:06:00,37.82126,-122.46918
"256","GG5.1","GoldenGateW","545617",2014-03-03 15:10:00,2014-06-13 11:35:00,37.82126,-122.46918
"257","GG5.1","GoldenGateW","545617",2015-02-19 13:27:00,2015-06-17 11:05:46,37.82126,-122.46918
"258","GG5.1","GoldenGateW","547179",2018-03-28 12:04:58,2018-08-21 11:37:00,37.82126,-122.46918
"259","GG5.1","GoldenGateW","545617",2013-11-21 10:40:00,2014-03-03 14:17:00,37.82126,-122.46918
"260","GG5.1","GoldenGateW","547650",2021-12-20 14:00:00,2022-03-31 12:00:00,37.82126,-122.46918
"261","GG5.1","GoldenGateW","545617",2016-01-20 12:04:00,2016-04-22 10:10:00,37.82126,-122.46918
"262","GG5.1","GoldenGateW","545913",2017-12-12 10:10:00,2018-03-28 11:27:42,37.82126,-122.46918
"263","GG5.1","GoldenGateW","547650",2022-12-06 09:54:00,2023-03-16 15:49:00,37.82126,-122.46918
"264","GG5.1","GoldenGateW","547648",2021-07-22 07:58:00,NA,37.82126,-122.46918
"265","GG5.1","GoldenGateW","547648",2019-08-07 10:07:00,2019-12-17 09:42:00,37.82126,-122.46918
"266","GG5.1","GoldenGateW","552209",2023-08-09 13:45:00,NA,37.82126,-122.46918
"267","GG5.1","GoldenGateW","545913",2017-01-24 13:01:45,2017-05-02 13:55:54,37.82126,-122.46918
"268","GG5.1","GoldenGateW","547648",2019-12-17 10:01:00,2020-03-25 07:26:00,37.82126,-122.46918
"269","GG5.1","GoldenGateW","545617",2016-04-22 10:55:00,2016-07-19 16:18:00,37.82126,-122.46918
"270","GG5.1","GoldenGateW","545913",2017-05-02 14:14:00,2017-08-30 11:54:19,37.82126,-122.46918
"271","GG5.1","GoldenGateW","547648",2019-02-22 16:13:00,2019-06-05 09:06:00,37.82126,-122.46918
"272","GG5.1","GoldenGateW","552209",2023-03-16 15:52:00,0023-08-09 09:30:00,37.82126,-122.46918
"273","GG5.1","GoldenGateW","545617",2013-04-25 13:31:00,2013-08-08 07:42:00,37.82126,-122.46918
"274","GG5.1","GoldenGateW","547650",2022-08-02 13:38:00,2022-12-06 09:43:00,37.82126,-122.46918
"275","GG5.1","GoldenGateW","547648",2019-06-05 09:26:00,2019-08-07 09:55:00,37.82126,-122.46918
"276","GG5.1","GoldenGateW","545913",2017-12-12 10:10:00,2018-03-28 10:00:00,37.82126,-122.46918
"277","GG5.1","GoldenGateW","547648",2020-12-01 14:25:00,2021-03-16 08:02:00,37.82126,-122.46918
"278","GG5.1","GoldenGateW","547648",2021-03-16 08:49:00,2021-07-22 07:38:00,37.82126,-122.46918
"279","GG5.1","GoldenGateW","547648",2020-03-25 08:00:00,2020-07-17 08:40:00,37.82126,-122.46918
"280","GG5.1","GoldenGateW","545617",2013-02-14 15:36:00,2013-04-25 10:36:00,37.82126,-122.46918
"281","GG5.1","GoldenGateW","547179",2018-08-21 00:02:00,2018-12-07 08:20:00,37.82126,-122.46918
"282","GG6","GoldenGateE","551251",2023-08-09 08:10:00,NA,37.82794,-122.46168
"283","GG6","GoldenGateE","545619",2014-03-03 18:04:00,2014-06-13 15:20:00,37.82794,-122.46168
"284","GG6","GoldenGateE","547645",2019-06-04 12:42:00,2019-08-06 10:15:00,37.82794,-122.46168
"285","GG6","GoldenGateE","547645",2021-07-21 09:19:00,2021-12-20 11:30:00,37.82794,-122.46168
"286","GG6","GoldenGateE","551251",2022-08-02 08:43:00,2022-12-06 08:49:00,37.82794,-122.46168
"287","GG6","GoldenGateE","545619",2015-02-18 14:36:00,2015-06-17 14:05:44,37.82794,-122.46168
"288","GG6","GoldenGateE","547645",2020-03-25 14:42:00,2020-07-16 09:35:00,37.82794,-122.46168
"289","GG6","GoldenGateE","547184",2018-08-21 15:48:00,2018-12-07 10:49:00,37.82794,-122.46168
"290","GG6","GoldenGateE","545619",2017-12-12 11:20:00,2018-03-29 08:08:40,37.82794,-122.46168
"291","GG6","GoldenGateE","545619",2016-01-20 17:30:00,2016-04-21 14:19:00,37.82794,-122.46168
"292","GG6","GoldenGateE","547645",2021-12-20 13:33:00,2022-03-31 09:19:00,37.82794,-122.46168
"293","GG6","GoldenGateE","547645",2020-12-01 09:45:00,2021-03-16 11:40:00,37.82794,-122.46168
"294","GG6","GoldenGateE","551251",2023-03-17 11:14:00,0023-08-09 07:50:00,37.82794,-122.46168
"295","GG6","GoldenGateE","545619",2013-11-21 14:00:00,2014-03-03 17:38:00,37.82794,-122.46168
"296","GG6","GoldenGateE","547184",2018-03-29 09:22:05,2018-08-21 12:52:00,37.82794,-122.46168
"297","GG6","GoldenGateE","547645",2019-02-22 13:54:00,2019-06-04 12:10:00,37.82794,-122.46168
"298","GG6","GoldenGateE","545619",2017-01-24 15:10:13,2017-05-03 08:03:40,37.82794,-122.46168
"299","GG6","GoldenGateE","545619",2016-04-21 14:53:00,2016-07-18 11:57:00,37.82794,-122.46168
"300","GG6","GoldenGateE","551251",2022-12-06 09:05:00,2023-03-17 07:49:00,37.82794,-122.46168
"301","GG6","GoldenGateE","545619",2013-04-24 15:09:00,2013-08-08 11:00:00,37.82794,-122.46168
"302","GG6","GoldenGateE","545619",2017-05-03 08:21:52,2017-08-30 14:59:40,37.82794,-122.46168
"303","GG6","GoldenGateE","547184",2018-12-07 11:30:00,2019-02-22 13:11:00,37.82794,-122.46168
"304","GG6","GoldenGateE","545619",2013-02-14 12:36:00,2013-04-24 13:30:00,37.82794,-122.46168
"305","GG6","GoldenGateE","547645",2019-12-16 11:55:00,2020-03-25 11:40:00,37.82794,-122.46168
"306","GG6","GoldenGateE","547645",2020-07-16 11:47:00,2020-12-01 09:30:00,37.82794,-122.46168
"307","GG6","GoldenGateE","547645",2021-03-16 16:02:00,2021-07-21 08:58:00,37.82794,-122.46168
"308","GG6","GoldenGateE","545619",2015-02-18 14:36:00,2015-06-17 14:05:44,37.82794,-122.46168
"309","GG6","GoldenGateE","547645",2019-08-06 11:10:00,2019-12-16 11:30:00,37.82794,-122.46168
"310","GG6","GoldenGateE","551251",2022-03-31 09:37:00,2022-08-02 08:18:00,37.82794,-122.46168
"311","GG6.5","GoldenGateE","547183",2019-02-22 14:15:00,2019-06-04 11:15:00,37.82794,-122.46168
"312","GG7","GoldenGateE","545630",2017-01-25 11:48:42,2017-05-03 09:03:04,37.82794,-122.46168
"313","GG7","GoldenGateE","545628",2017-12-12 11:11:00,2018-03-29 09:11:16,37.82794,-122.46168
"314","GG7","GoldenGateE","551248",2023-03-17 11:06:00,0023-08-09 08:21:00,37.82794,-122.46168
"315","GG7","GoldenGateE","547182",2018-03-29 10:02:48,2018-08-21 12:45:00,37.82794,-122.46168
"316","GG7","GoldenGateE","551248",2022-03-31 10:23:00,2022-08-02 08:50:00,37.82794,-122.46168
"317","GG7","GoldenGateE","547651",2020-03-25 14:50:00,2020-07-16 09:48:00,37.82794,-122.46168
"318","GG7","GoldenGateE","545630",2015-02-19 13:46:00,2015-06-18 13:41:32,37.82794,-122.46168
"319","GG7","GoldenGateE","551248",2023-08-09 08:47:00,NA,37.82794,-122.46168
"320","GG7","GoldenGateE","551248",2022-08-02 09:07:00,2022-12-05 10:33:00,37.82794,-122.46168
"321","GG7","GoldenGateE","547651",2021-07-21 09:54:00,2021-12-20 11:24:00,37.82794,-122.46168
"322","GG7","GoldenGateE","547651",2020-12-01 12:45:00,2021-03-16 12:52:00,37.82794,-122.46168
"323","GG7","GoldenGateE","547650",2019-08-07 11:35:00,2019-12-16 12:14:00,37.82794,-122.46168
"324","GG7","GoldenGateE","545630",2017-05-03 10:12:43,2017-08-31 08:40:59,37.82794,-122.46168
"325","GG7","GoldenGateE","545630",2014-03-04 10:00:00,2014-06-13 16:22:00,37.82794,-122.46168
"326","GG7","GoldenGateE","547650",2019-12-16 12:30:00,2020-03-25 11:32:00,37.82794,-122.46168
"327","GG7","GoldenGateE","547651",2021-03-16 16:08:00,2021-07-21 09:36:00,37.82794,-122.46168
"328","GG7","GoldenGateE","547651",2021-12-20 13:38:00,2022-03-31 10:04:00,37.82794,-122.46168
"329","GG7","GoldenGateE","547651",2020-07-16 11:36:00,2020-12-01 11:34:00,37.82794,-122.46168
"330","GG7","GoldenGateE","545630",2016-04-22 13:00:00,2016-07-18 12:41:00,37.82794,-122.46168
"331","GG7","GoldenGateE","545630",2016-01-20 17:00:00,2016-04-22 12:37:00,37.82794,-122.46168
"332","GG7","GoldenGateE","545630",2013-02-14 11:40:00,2013-04-24 13:51:00,37.82794,-122.46168
"333","GG7","GoldenGateE","547182",2018-12-07 14:14:00,2019-03-21 12:30:00,37.82794,-122.46168
"334","GG7","GoldenGateE","547650",2019-02-22 12:42:00,2019-06-04 12:45:00,37.82794,-122.46168
"335","GG7","GoldenGateE","551248",2022-12-05 10:48:00,2023-03-17 07:56:00,37.82794,-122.46168
"336","GG7","GoldenGateE","545630",2013-04-24 15:13:00,2013-08-08 11:49:00,37.82794,-122.46168
"337","GG7","GoldenGateE","547650",2019-06-04 13:15:00,2019-08-07 11:15:00,37.82794,-122.46168
"338","GG7","GoldenGateE","547182",2018-08-21 15:53:00,2018-12-07 13:56:00,37.82794,-122.46168
"339","GG7.2","GoldenGateE","545614",2016-04-22 13:10:00,2016-07-18 13:32:00,37.82794,-122.46168
"340","GG7.2","GoldenGateE","545614",2013-02-14 10:40:00,2013-04-26 07:38:00,37.82794,-122.46168
"341","GG7.2","GoldenGateE","545614",2013-04-26 09:11:00,2013-08-08 12:34:00,37.82794,-122.46168
"342","GG7.2","GoldenGateE","545614",2016-01-20 15:53:00,2016-04-22 11:40:00,37.82794,-122.46168
"343","GG7.2","GoldenGateE","545614",2014-03-04 13:20:00,2014-06-13 16:35:00,37.82794,-122.46168
"344","GG7.2","GoldenGateE","545614",2015-02-18 14:10:00,2015-06-17 14:22:22,37.82794,-122.46168
"345","GG7.2","GoldenGateE","545614",2013-11-21 13:11:00,2014-03-03 16:52:00,37.82794,-122.46168
"346","GG7.2","GoldenGateE","547646",2019-02-22 13:03:00,2019-06-04 13:27:00,37.82794,-122.46168
"347","GG7.2","GoldenGateE","545614",2015-02-18 14:10:00,2015-06-17 14:22:22,37.82794,-122.46168
"348","GG7.5","GoldenGateE","546976",2023-08-10 14:23:00,NA,37.82794,-122.46168
"349","GG7.5","GoldenGateE","547176",2018-08-21 15:58:00,2018-12-07 13:31:00,37.82794,-122.46168
"350","GG7.5","GoldenGateE","547176",2018-12-07 13:49:00,2019-02-22 10:45:00,37.82794,-122.46168
"351","GG7.5","GoldenGateE","546163",2020-03-25 14:55:00,2020-07-16 10:03:00,37.82794,-122.46168
"352","GG7.5","GoldenGateE","546163",2020-07-16 11:26:00,2020-12-01 10:19:00,37.82794,-122.46168
"353","GG7.5","GoldenGateE","546163",2021-12-20 13:42:00,2022-03-31 10:34:00,37.82794,-122.46168
"354","GG7.5","GoldenGateE","551249",2022-03-31 10:44:00,2022-08-02 09:14:00,37.82794,-122.46168
"355","GG7.5","GoldenGateE","551249",2022-08-02 09:29:00,2022-12-05 10:13:00,37.82794,-122.46168
"356","GG7.5","GoldenGateE","551249",2023-03-17 10:59:00,NA,37.82794,-122.46168
"357","GG7.5","GoldenGateE","545629",2017-01-25 10:18:31,2017-05-03 11:11:00,37.82794,-122.46168
"358","GG7.5","GoldenGateE","547183",2019-12-16 12:56:00,2020-03-25 11:08:00,37.82794,-122.46168
"359","GG7.5","GoldenGateE","547183",2019-06-04 14:55:00,2019-08-07 10:55:00,37.82794,-122.46168
"360","GG7.5","GoldenGateE","547176",2018-03-28 14:15:03,2018-08-21 12:32:00,37.82794,-122.46168
"361","GG7.5","GoldenGateE","546163",2021-07-22 10:16:00,2021-12-20 11:16:00,37.82794,-122.46168
"362","GG7.5","GoldenGateE","546163",2021-03-16 16:13:00,2021-07-22 09:00:00,37.82794,-122.46168
"363","GG7.5","GoldenGateE","547651",2019-02-22 11:20:00,2019-06-04 14:35:00,37.82794,-122.46168
"364","GG7.5","GoldenGateE","545629",2017-12-12 10:38:00,2018-03-28 13:41:49,37.82794,-122.46168
"365","GG7.5","GoldenGateE","551249",2022-12-05 10:27:00,2023-03-17 08:05:00,37.82794,-122.46168
"366","GG7.5","GoldenGateE","545629",2017-05-03 11:55:22,2017-08-31 09:24:33,37.82794,-122.46168
"367","GG7.5","GoldenGateE","547183",2019-08-07 11:05:00,2019-12-16 12:40:00,37.82794,-122.46168
"368","GG7.5","GoldenGateE","546163",2020-12-01 10:33:00,2021-03-16 12:05:00,37.82794,-122.46168
"369","GG7.7","GoldenGateE","545616",2016-04-21 17:00:00,2016-07-19 15:00:00,37.82794,-122.46168
"370","GG7.7","GoldenGateE","545616",2015-02-18 13:45:00,2015-06-17 14:34:15,37.82794,-122.46168
"371","GG7.7","GoldenGateE","545616",2014-03-04 13:02:00,2014-06-13 12:42:00,37.82794,-122.46168
"372","GG7.7","GoldenGateE","545616",2016-01-20 14:52:00,2016-04-21 16:00:00,37.82794,-122.46168
"373","GG7.7","GoldenGateE","545616",2015-02-18 13:45:00,2015-06-17 14:34:15,37.82794,-122.46168
"374","GG8","GoldenGateE","551244",2023-08-09 13:54:00,NA,37.82794,-122.46168
"375","GG8","GoldenGateE","551244",2023-03-17 10:54:00,0023-08-09 09:14:00,37.82794,-122.46168
"376","GG8","GoldenGateE","547644",2020-03-25 15:03:00,2020-07-16 10:19:00,37.82794,-122.46168
"377","GG8","GoldenGateE","547644",2021-07-22 08:39:00,2021-12-20 11:10:00,37.82794,-122.46168
"378","GG8","GoldenGateE","545916",2017-12-12 10:31:00,2018-03-28 12:56:05,37.82794,-122.46168
"379","GG8","GoldenGateE","547644",2020-07-16 11:19:00,2020-12-01 13:16:00,37.82794,-122.46168
"380","GG8","GoldenGateE","547644",2019-08-07 10:45:00,2019-12-16 15:04:00,37.82794,-122.46168
"381","GG8","GoldenGateE","547644",2019-02-22 10:38:00,2019-06-05 09:35:00,37.82794,-122.46168
"382","GG8","GoldenGateE","547644",2019-12-16 15:17:00,2020-03-25 10:58:00,37.82794,-122.46168
"383","GG8","GoldenGateE","547183",2018-12-07 13:24:00,2019-02-22 22:03:00,37.82794,-122.46168
"384","GG8","GoldenGateE","547644",2020-12-01 13:34:00,2021-03-16 12:18:00,37.82794,-122.46168
"385","GG8","GoldenGateE","547644",2021-12-20 13:52:00,2022-03-31 11:03:00,37.82794,-122.46168
"386","GG8","GoldenGateE","551244",2022-03-31 11:17:00,2022-08-02 09:36:00,37.82794,-122.46168
"387","GG8","GoldenGateE","547183",2018-03-28 13:32:52,2018-08-21 12:21:00,37.82794,-122.46168
"388","GG8","GoldenGateE","551244",2022-12-05 09:44:00,2023-03-17 08:17:00,37.82794,-122.46168
"389","GG8","GoldenGateE","547644",2019-06-05 09:54:00,2019-08-07 10:39:00,37.82794,-122.46168
"390","GG8","GoldenGateE","551244",2022-08-02 09:49:00,2022-12-05 09:17:00,37.82794,-122.46168
"391","GG8","GoldenGateE","545916",2017-05-03 11:01:12,2017-08-31 10:13:12,37.82794,-122.46168
"392","GG8","GoldenGateE","547183",2018-08-21 16:06:00,2018-12-07 13:10:00,37.82794,-122.46168
"393","GG8","GoldenGateE","545916",2017-01-25 11:20:43,2017-05-03 09:55:47,37.82794,-122.46168
"394","GG8","GoldenGateE","547644",2021-03-16 14:22:00,2021-07-22 08:24:00,37.82794,-122.46168
"395","GG9","GoldenGateE","547178",2018-12-07 12:58:00,2019-02-22 09:10:00,37.82794,-122.46168
"396","GG9","GoldenGateE","547178",2018-08-21 16:03:00,2018-12-07 12:42:00,37.82794,-122.46168
"397","GG9","GoldenGateE","545913",2015-02-18 13:34:00,2015-06-17 14:45:36,37.82794,-122.46168
"398","GG9","GoldenGateE","546166",2021-03-16 14:30:00,2021-07-22 08:04:00,37.82794,-122.46168
"399","GG9","GoldenGateE","545617",2017-12-12 10:21:00,2018-03-28 12:14:00,37.82794,-122.46168
"400","GG9","GoldenGateE","545913",2013-11-21 11:08:00,2014-03-03 15:25:00,37.82794,-122.46168
"401","GG9","GoldenGateE","546166",2021-07-22 08:16:00,2021-12-20 10:35:00,37.82794,-122.46168
"402","GG9","GoldenGateE","545913",2016-01-20 13:52:00,2016-04-21 15:07:00,37.82794,-122.46168
"403","GG9","GoldenGateE","546166",2020-12-01 13:58:00,2021-03-16 12:26:00,37.82794,-122.46168
"404","GG9","GoldenGateE","546166",2020-03-25 15:09:00,2020-07-17 08:57:00,37.82794,-122.46168
"405","GG9","GoldenGateE","546166",2019-08-07 10:26:00,2019-12-16 15:28:00,37.82794,-122.46168
"406","GG9","GoldenGateE","551252",2023-08-09 13:50:00,NA,37.82794,-122.46168
"407","GG9","GoldenGateE","546166",2020-07-17 09:27:00,2020-12-01 13:45:00,37.82794,-122.46168
"408","GG9","GoldenGateE","551252",2022-12-05 10:04:00,2023-03-17 08:28:00,37.82794,-122.46168
"409","GG9","GoldenGateE","551252",2022-03-31 11:47:00,2022-08-02 09:55:00,37.82794,-122.46168
"410","GG9","GoldenGateE","551252",2023-03-17 10:37:00,0023-08-09 09:22:00,37.82794,-122.46168
"411","GG9","GoldenGateE","545913",2013-04-25 13:39:00,2013-08-08 14:23:00,37.82794,-122.46168
"412","GG9","GoldenGateE","545913",2016-04-21 15:30:00,2016-07-19 16:09:00,37.82794,-122.46168
"413","GG9","GoldenGateE","545617",2017-01-24 13:36:24,2017-05-02 14:24:30,37.82794,-122.46168
"414","GG9","GoldenGateE","546166",2019-12-16 15:40:00,2020-03-25 10:51:00,37.82794,-122.46168
"415","GG9","GoldenGateE","545913",2014-03-03 16:02:00,2014-06-13 13:55:00,37.82794,-122.46168
"416","GG9","GoldenGateE","551252",2022-08-02 10:10:00,2022-12-05 09:50:00,37.82794,-122.46168
"417","GG9","GoldenGateE","545913",2015-02-18 13:34:00,2015-06-17 14:45:36,37.82794,-122.46168
"418","GG9","GoldenGateE","546166",2019-06-05 10:17:00,2019-08-07 10:12:00,37.82794,-122.46168
"419","GG9","GoldenGateE","546166",2021-12-20 10:50:00,2022-03-31 11:33:00,37.82794,-122.46168
"420","GG9","GoldenGateE","545913",2017-05-02 14:49:53,2017-08-31 10:38:47,37.82794,-122.46168
"421","GG9","GoldenGateE","547178",2018-03-28 12:46:24,2018-08-21 12:10:00,37.82794,-122.46168
"422","GG9","GoldenGateE","546166",2019-02-22 09:55:00,2019-06-05 10:02:00,37.82794,-122.46168
"423","IrvFnch1","Blw_IrvineFinch","113468",2018-03-28 14:20:00,2018-07-10 08:30:00,39.73146,-121.97483
"424","IrvFnch2","Blw_IrvineFinch","103693",2018-03-28 13:41:00,2018-07-19 13:15:00,39.73146,-121.97483
"425","JellysFerry1",NA,"112545",2017-10-17 12:21:00,2018-07-19 14:47:00,NA,NA
"426","JellysFerry1",NA,"112545",2018-07-19 14:47:00,NA,NA,NA
"427","JellysFerry2",NA,"112541",2017-10-17 12:38:00,2018-07-19 14:25:00,NA,NA
"428","JellysFerry2",NA,"112541",2018-07-19 14:25:00,NA,NA,NA
"429","MillConf1","Mill_Ck_Conf","112543",2017-12-20 13:43:00,2018-03-28 07:18:00,40.0327,-122.11987
"430","MillConf1","Mill_Ck_Conf","112543",2018-03-28 07:38:00,2018-07-19 10:20:00,40.0327,-122.11987
"431","MillConf2","Mill_Ck_Conf","112544",2017-12-20 13:23:00,2018-03-28 07:45:00,40.0327,-122.11987
"432","MillConf2","Mill_Ck_Conf","112544",2018-03-28 08:02:00,2018-07-19 09:55:00,40.0327,-122.11987
"433","MusselRock01",NA,"546976",2022-08-23 15:08:00,2022-12-05 14:20:00,NA,NA
"434","PointBonita01",NA,"546699",2022-09-08 04:55:00,2022-12-05 12:30:00,NA,NA
"435","PointBonita02",NA,"547650",2023-08-16 15:30:00,NA,NA,NA
"436","PortOfStockton01",NA,"546166",2022-07-27 19:24:00,NA,NA,NA
"437","PortOfStockton02",NA,"547645",2022-07-27 19:21:00,NA,NA,NA
"438","PortOfStockton03",NA,"109547",2023-08-08 10:14:56,NA,NA,NA
"439","SaltCk1","Blw_Salt","106790",2018-03-22 12:43:00,2018-07-19 11:50:00,40.1464,-122.15246
"440","SaltCk2","Blw_Salt","107557",2018-03-22 12:22:00,2018-07-19 12:05:00,40.1464,-122.15246
"441","SJ_Stan_US_1","SJ_Stan","547644",2023-03-02 09:47:00,2023-08-08 13:01:37,37.654071,-121.238861
"442","SJ_Stan_US_2","SJ_Stan","547183",2023-03-02 10:01:00,2023-08-08 13:06:18,37.654071,-121.238861
"443","SRVD_2","RioVistaDS","547651",2022-07-28 09:07:00,2022-11-01 13:00:00,38.154668,-121.685405
"444","SRVD_3","RioVistaDS","547644",2022-07-28 09:16:00,2022-11-17 10:41:00,38.154668,-121.685405
"445","SRVD_4","RioVistaDS","547183",2022-07-28 09:34:00,2022-11-15 10:26:00,38.154668,-121.685405
"446","SRVD_5","RioVistaDS","546163",2022-07-28 09:30:00,2022-11-17 10:06:00,38.154668,-121.685405
"447","Stinson1",NA,"547651",2023-08-10 15:26:00,NA,NA,NA
"448","TowerBr1","TowerBridge","108510",2019-09-18 09:30:00,2020-03-11 10:58:00,38.5802,-121.508
"449","TowerBr1","TowerBridge","107555",2020-11-17 15:31:00,2021-06-23 11:04:00,38.5802,-121.508
"450","TowerBr1","TowerBridge","119971",2018-02-21 19:15:00,2018-10-21 18:50:57,38.5802,-121.508
"451","TowerBr1","TowerBridge","107555",2021-06-23 11:04:00,2022-03-23 14:23:00,38.5802,-121.508
"452","TowerBr1","TowerBridge","109547",2018-10-21 18:50:57,2019-08-02 05:58:41,38.5802,-121.508
"453","TowerBr1","TowerBridge","108510",2020-03-11 11:00:00,2020-06-25 08:00:00,38.5802,-121.508
"454","TowerBr1","TowerBridge","107555",2022-06-30 09:50:00,NA,38.5802,-121.508
"455","TowerBr1","TowerBridge","107555",2022-03-23 14:23:00,2022-06-30 09:47:00,38.5802,-121.508
"456","TowerBr1","TowerBridge","119972",2018-01-31 15:06:00,2018-11-04 12:01:00,38.5802,-121.508
"457","TowerBr2","TowerBridge","108510",2020-06-25 08:40:00,2020-11-18 09:15:00,38.5802,-121.508
"458","TowerBr2","TowerBridge","108510",2022-10-25 14:32:00,2023-08-07 15:07:20,38.5802,-121.508
"459","TowerBr2","TowerBridge","108510",2023-08-07 15:09:29,NA,38.5802,-121.508
"460","TowerBr2","TowerBridge","108510",2022-03-23 14:10:00,2022-06-30 09:25:00,38.5802,-121.508
"461","TowerBr2","TowerBridge","108510",2020-11-18 10:15:00,2021-06-23 10:50:00,38.5802,-121.508
"462","TowerBr2","TowerBridge","103691",2019-09-18 10:10:00,2020-03-11 11:20:00,38.5802,-121.508
"463","TowerBr2","TowerBridge","108510",2022-06-30 09:41:00,2022-10-25 14:32:00,38.5802,-121.508
"464","TowerBr2","TowerBridge","108510",2021-06-23 10:50:00,2022-03-23 14:10:00,38.5802,-121.508
"465","TowerBr3","TowerBridge","119972",2018-02-21 19:00:00,2018-08-14 09:30:00,38.5802,-121.508
"466","Woodson1","Abv_WoodsonBr","112530",2017-12-20 15:16:00,2018-03-28 09:25:00,39.920093,-122.084461
"467","Woodson1","Abv_WoodsonBr","112530",2018-03-28 09:39:00,2018-07-19 07:55:00,39.920093,-122.084461
"468","Woodson2","Abv_WoodsonBr","113466",2018-06-07 10:43:00,2018-07-19 07:20:00,39.920093,-122.084461
"469","Woodson2","Abv_WoodsonBr","113466",2018-03-28 10:19:00,2018-06-07 10:00:00,39.920093,-122.084461
"470","Woodson2","Abv_WoodsonBr","113466",2017-12-20 15:33:00,2018-03-28 10:00:00,39.920093,-122.084461
